name,closed,review,rating,categories,phone,distance,latitude,longitude,address,station_name
Kupfert & Kim,False,4,4.0,Vegan,+14163605555,1107.391017246722,43.6414118932365,-79.3777328453616,"L5-200 Bay St, 200 Bay Street, Unit L5, Toronto, ON M5J 2J2, Canada",Frederick St / The Esplanade
Freshii,False,25,2.5,Vegetarian,+14165984441,1109.4991957551124,43.65367,-79.38007,"L5-200 Bay St, 200 Bay Street, Unit L5, Toronto, ON M5J 2J2, Canada",Frederick St / The Esplanade
Fit For Life,False,10,2.5,Breakfast & Brunch,+14163632971,897.0367067841477,43.64823,-79.37952,"L5-200 Bay St, 200 Bay Street, Unit L5, Toronto, ON M5J 2J2, Canada",Frederick St / The Esplanade
Fit For Life,False,1,4.0,Vegetarian,+14163685745,866.7550846427304,43.64652,-79.3787399,"L5-200 Bay St, 200 Bay Street, Unit L5, Toronto, ON M5J 2J2, Canada",Frederick St / The Esplanade
Freshii,False,2,3.5,Salad,+16473465505,898.8416692291852,43.64935,-79.379528,"L5-200 Bay St, 200 Bay Street, Unit L5, Toronto, ON M5J 2J2, Canada",Frederick St / The Esplanade
Freshii,False,4,3.0,Salad,+16474848030,973.7210691354118,43.64668082262452,-79.38015770163949,"L5-200 Bay St, 200 Bay Street, Unit L5, Toronto, ON M5J 2J2, Canada",Frederick St / The Esplanade
Kupfert & Kim,False,130,4.0,Vegetarian,+14165041233,91.42842916296543,43.6485583,-79.3817111,"173 Dundas Street W, Toronto, ON M5G 1C7, Canada",King St W / Bay St (West Side)
PLANTA Toronto,False,173,4.0,Tapas/Small Plates,+16478121210,626.7823881854754,43.65082,-79.3878,"173 Dundas Street W, Toronto, ON M5G 1C7, Canada",King St W / Bay St (West Side)
Copper Branch,False,39,3.5,Vegan,+14167922982,96.05862246675068,43.64823,-79.37952,"173 Dundas Street W, Toronto, ON M5G 1C7, Canada",King St W / Bay St (West Side)
Kupfert & Kim,False,34,3.5,Vegan,+14166011333,262.3887134246948,43.6464176062663,-79.3790951381131,"173 Dundas Street W, Toronto, ON M5G 1C7, Canada",King St W / Bay St (West Side)
Crave Healthy Habits,False,17,4.0,Salad,+14168554441,169.6657784548587,43.6471768,-79.3815764,"173 Dundas Street W, Toronto, ON M5G 1C7, Canada",King St W / Bay St (West Side)
Crave Healthy Habits,False,25,4.0,Gluten-Free,+14168553322,264.2635721828031,43.64999,-79.383189,"173 Dundas Street W, Toronto, ON M5G 1C7, Canada",King St W / Bay St (West Side)
Kupfert & Kim,False,6,4.5,Vegetarian,+14162607777,332.26762196925745,43.6475179450612,-79.3844664886699,"173 Dundas Street W, Toronto, ON M5G 1C7, Canada",King St W / Bay St (West Side)
Fit For Life,False,10,2.5,Breakfast & Brunch,+14163632971,96.05862246675068,43.64823,-79.37952,"173 Dundas Street W, Toronto, ON M5G 1C7, Canada",King St W / Bay St (West Side)
Freshii,False,2,3.5,Salad,+16473465505,125.01090259849298,43.64935,-79.379528,"173 Dundas Street W, Toronto, ON M5G 1C7, Canada",King St W / Bay St (West Side)
Crave Healthy Habits,False,15,3.0,Vegetarian,+14162382628,304.9103470375728,43.6474075,-79.3840397,"173 Dundas Street W, Toronto, ON M5G 1C7, Canada",King St W / Bay St (West Side)
Annalakshmi,False,25,3.0,Vegetarian,+14167923672,965.6522033563272,43.64454,-79.39136,"173 Dundas Street W, Toronto, ON M5G 1C7, Canada",King St W / Bay St (West Side)
Freshii,False,4,3.0,Salad,+16474848030,207.25794701573,43.64668082262452,-79.38015770163949,"173 Dundas Street W, Toronto, ON M5G 1C7, Canada",King St W / Bay St (West Side)
Freshii,False,7,2.0,Salad,+14162140259,87.90116792257959,43.64816,-79.38345,"173 Dundas Street W, Toronto, ON M5G 1C7, Canada",King St W / Bay St (West Side)
Freshii,False,8,2.5,Salad,+16473511230,205.95934117786848,43.6478537167729,-79.3829644358786,"173 Dundas Street W, Toronto, ON M5G 1C7, Canada",King St W / Bay St (West Side)
Freshii,False,11,3.0,Salad,+16476925173,386.182970537811,43.6482242201003,-79.3853582879312,"173 Dundas Street W, Toronto, ON M5G 1C7, Canada",King St W / Bay St (West Side)
Fit For Life,False,1,4.0,Vegetarian,+14163685745,257.13622827691563,43.64652,-79.3787399,"173 Dundas Street W, Toronto, ON M5G 1C7, Canada",King St W / Bay St (West Side)
Freshii,False,25,2.0,Vegetarian,+16473445017,501.1319146351835,43.65009911988288,-79.37474237242134,"173 Dundas Street W, Toronto, ON M5G 1C7, Canada",King St W / Bay St (West Side)
Freshii,False,25,2.5,Vegetarian,+14165984441,606.8981834692579,43.65367,-79.38007,"173 Dundas Street W, Toronto, ON M5G 1C7, Canada",King St W / Bay St (West Side)
Kupfert & Kim,False,4,4.0,Vegan,+14163605555,822.8268823916895,43.6414118932365,-79.3777328453616,"173 Dundas Street W, Toronto, ON M5G 1C7, Canada",King St W / Bay St (West Side)
Vege Delight,False,1,4.0,Vegetarian,+16473490803,863.6695655139577,43.655013,-79.3863578,"173 Dundas Street W, Toronto, ON M5G 1C7, Canada",King St W / Bay St (West Side)
PLANTA Toronto,False,173,4.0,Tapas/Small Plates,+16478121210,613.6815989680613,43.65082,-79.3878,"118-92 King Street E, Toronto, ON M5C 2V8, Canada",Elizabeth St / Edward St (Bus Terminal)
Kupfert & Kim,False,157,4.0,Gluten-Free,+14165042206,1274.1994885860772,43.64774,-79.3961999,"118-92 King Street E, Toronto, ON M5C 2V8, Canada",Elizabeth St / Edward St (Bus Terminal)
Kupfert & Kim,False,130,4.0,Vegetarian,+14165041233,879.8547599547002,43.6485583,-79.3817111,"118-92 King Street E, Toronto, ON M5C 2V8, Canada",Elizabeth St / Edward St (Bus Terminal)
Punjabi Chaap Corner,False,5,4.0,Vegetarian,+14165983787,213.5960565673294,43.65756405198712,-79.38373638423317,"118-92 King Street E, Toronto, ON M5C 2V8, Canada",Elizabeth St / Edward St (Bus Terminal)
Freshii,False,13,3.0,Vegetarian,+16477481800,230.91358206844032,43.65625,-79.38818,"118-92 King Street E, Toronto, ON M5C 2V8, Canada",Elizabeth St / Edward St (Bus Terminal)
Vege Delight,False,1,4.0,Vegetarian,+16473490803,131.37336795060318,43.655013,-79.3863578,"118-92 King Street E, Toronto, ON M5C 2V8, Canada",Elizabeth St / Edward St (Bus Terminal)
Copper Branch,False,39,3.5,Vegan,+14167922982,994.7241470124694,43.64823,-79.37952,"118-92 King Street E, Toronto, ON M5C 2V8, Canada",Elizabeth St / Edward St (Bus Terminal)
Gerstein Science Information Centre,False,9,4.5,Libraries,+14169782280,953.7319201799381,43.66221,-79.39407,"118-92 King Street E, Toronto, ON M5C 2V8, Canada",Elizabeth St / Edward St (Bus Terminal)
Crave Healthy Habits,False,17,4.0,Salad,+14168554441,1029.2145059973523,43.6471768,-79.3815764,"118-92 King Street E, Toronto, ON M5C 2V8, Canada",Elizabeth St / Edward St (Bus Terminal)
Freshii,False,7,4.0,Salad,+14169773197,517.4318409164388,43.65958,-79.38102,"118-92 King Street E, Toronto, ON M5C 2V8, Canada",Elizabeth St / Edward St (Bus Terminal)
Freshii,False,41,3.0,Vegetarian,+16474977590,566.9948812171979,43.66099,-79.38385,"118-92 King Street E, Toronto, ON M5C 2V8, Canada",Elizabeth St / Edward St (Bus Terminal)
Kupfert & Kim,False,6,4.5,Vegetarian,+14162607777,948.581331258609,43.6475179450612,-79.3844664886699,"118-92 King Street E, Toronto, ON M5C 2V8, Canada",Elizabeth St / Edward St (Bus Terminal)
City Hall Public Library,False,6,3.5,Libraries,+14163937650,321.47017815697114,43.65334661098505,-79.38382620000098,"118-92 King Street E, Toronto, ON M5C 2V8, Canada",Elizabeth St / Edward St (Bus Terminal)
Ryerson University Student Learning Centre,False,4,3.5,Libraries,+14169795000,376.8034918733036,43.65767,-79.3811,"118-92 King Street E, Toronto, ON M5C 2V8, Canada",Elizabeth St / Edward St (Bus Terminal)
Freshii,False,56,2.5,Salad,+14162038456,1274.1994885860772,43.64774,-79.3962,"118-92 King Street E, Toronto, ON M5C 2V8, Canada",Elizabeth St / Edward St (Bus Terminal)
Crave Healthy Habits,False,25,4.0,Gluten-Free,+14168553322,700.8413323800179,43.64999,-79.383189,"118-92 King Street E, Toronto, ON M5C 2V8, Canada",Elizabeth St / Edward St (Bus Terminal)
Freshii,False,25,2.5,Vegetarian,+14165984441,477.1537930043148,43.65367,-79.38007,"118-92 King Street E, Toronto, ON M5C 2V8, Canada",Elizabeth St / Edward St (Bus Terminal)
Vegholic,False,1,3.0,Vegetarian,+14163400015,387.3200342263599,43.6587182,-79.382272,"118-92 King Street E, Toronto, ON M5C 2V8, Canada",Elizabeth St / Edward St (Bus Terminal)
John W. Graham Library,False,2,5.0,Libraries,+14169785851,1322.9624288670618,43.66501,-79.3966,"118-92 King Street E, Toronto, ON M5C 2V8, Canada",Elizabeth St / Edward St (Bus Terminal)
Freshii,False,25,2.0,Vegetarian,+16473445017,1076.7990527691486,43.65009911988288,-79.37474237242134,"118-92 King Street E, Toronto, ON M5C 2V8, Canada",Elizabeth St / Edward St (Bus Terminal)
Kupfert & Kim,False,157,4.0,Gluten-Free,+14165042206,285.37823096672025,43.64774,-79.3961999,"121 King St W, Toronto, ON M5H 3X7, Canada",King St W / Spadina Ave
Buddha's Vegan,False,148,4.5,Vegetarian,+14166033811,1001.2153711091453,43.65203,-79.40337,"121 King St W, Toronto, ON M5H 3X7, Canada",King St W / Spadina Ave
PLANTA Toronto,False,173,4.0,Tapas/Small Plates,+16478121210,844.3476267860597,43.65082,-79.3878,"121 King St W, Toronto, ON M5H 3X7, Canada",King St W / Spadina Ave
King's Café,False,143,4.0,Vegetarian,+14165911340,1141.883086435573,43.65421,-79.4021099,"121 King St W, Toronto, ON M5H 3X7, Canada",King St W / Spadina Ave
Greens Vegetarian Restaurant,False,121,4.0,Vegan,+14166033337,970.8142665276758,43.65206,-79.40267,"121 King St W, Toronto, ON M5H 3X7, Canada",King St W / Spadina Ave
Annalakshmi,False,25,3.0,Vegetarian,+14167923672,308.6803444512828,43.64454,-79.39136,"121 King St W, Toronto, ON M5H 3X7, Canada",King St W / Spadina Ave
Freshii,False,56,2.5,Salad,+14162038456,285.37823096672025,43.64774,-79.3962,"121 King St W, Toronto, ON M5H 3X7, Canada",King St W / Spadina Ave
Hungary-Thai,False,116,3.0,Thai,+14165956405,1151.396472031745,43.65429,-79.40215,"121 King St W, Toronto, ON M5H 3X7, Canada",King St W / Spadina Ave
Fort York Library,False,19,3.5,Libraries,+14163936240,812.3170166797113,43.639006706232,-79.4000751059053,"121 King St W, Toronto, ON M5H 3X7, Canada",King St W / Spadina Ave
Kupfert & Kim,False,6,4.5,Vegetarian,+14162607777,882.2211458549784,43.6475179450612,-79.3844664886699,"121 King St W, Toronto, ON M5H 3X7, Canada",King St W / Spadina Ave
Crave Healthy Habits,False,25,4.0,Gluten-Free,+14168553322,1074.640386445489,43.64999,-79.383189,"121 King St W, Toronto, ON M5H 3X7, Canada",King St W / Spadina Ave
Freshii,False,3,2.5,Vegetarian,+16473457848,736.23809459336,43.6449907389034,-79.385864585638,"121 King St W, Toronto, ON M5H 3X7, Canada",King St W / Spadina Ave
Freshii,False,11,3.0,Salad,+16476925173,840.4111605569109,43.6482242201003,-79.3853582879312,"121 King St W, Toronto, ON M5H 3X7, Canada",King St W / Spadina Ave
Freshii,False,10,2.5,Vegetarian,+16473493891,653.6226376601871,43.6443727930146,-79.403019323945,"121 King St W, Toronto, ON M5H 3X7, Canada",King St W / Spadina Ave
Sanderson Library,False,4,3.0,Libraries,+14163937653,1120.082215688969,43.6519,-79.40552,"121 King St W, Toronto, ON M5H 3X7, Canada",King St W / Spadina Ave
Toronto Public Library,False,4,2.5,Libraries,+14163937655,833.5549617662375,43.64997,-79.36843,"121 King St W, Toronto, ON M5H 3X7, Canada",King St W / Spadina Ave
Freshii,False,1,3.0,Salad,+16474171714,479.801839361279,43.6491,-79.39188,"121 King St W, Toronto, ON M5H 3X7, Canada",King St W / Spadina Ave
City Hall Public Library,False,6,3.5,Libraries,+14163937650,1266.7547991618321,43.65334661098505,-79.38382620000098,"121 King St W, Toronto, ON M5H 3X7, Canada",King St W / Spadina Ave
Crave Healthy Habits,False,15,3.0,Vegetarian,+14162382628,912.0731975186894,43.6474075,-79.3840397,"121 King St W, Toronto, ON M5H 3X7, Canada",King St W / Spadina Ave
Freshii,False,8,2.5,Salad,+16473511230,1008.6916880674529,43.6478537167729,-79.3829644358786,"121 King St W, Toronto, ON M5H 3X7, Canada",King St W / Spadina Ave
The Grapefruit Moon,False,143,3.5,Breakfast & Brunch,+14165349056,1091.3251925448856,43.66967,-79.41318,"55 Avenue Rd, Toronto, ON M5R 3L2, Canada",Glen Edyth Dr / Davenport Rd
Govinda's,False,43,4.0,Vegetarian,+18882181040,672.909926550432,43.67684518603757,-79.3972886196434,"55 Avenue Rd, Toronto, ON M5R 3L2, Canada",Glen Edyth Dr / Davenport Rd
Annapurna Vegetarian Restaurant,False,41,4.0,Vegetarian,+14165378513,874.2156761091773,43.67279,-79.41396,"55 Avenue Rd, Toronto, ON M5R 3L2, Canada",Glen Edyth Dr / Davenport Rd
Toronto Public Library - Toronto,False,7,3.5,Libraries,+14163937683,1094.3752314069382,43.68208,-79.41754,"55 Avenue Rd, Toronto, ON M5R 3L2, Canada",Glen Edyth Dr / Davenport Rd
Freshii,False,3,4.0,Salad,+16477944545,1115.8934461439173,43.6712,-79.39436,"55 Avenue Rd, Toronto, ON M5R 3L2, Canada",Glen Edyth Dr / Davenport Rd
Kupfert & Kim,False,130,4.0,Vegetarian,+14165041233,925.3179086535681,43.6485583,-79.3817111,"130 King St W, The Exchange Tower, Toronto, ON M5X 1E1, Canada",Queens Quay / Yonge St
Copper Branch,False,39,3.5,Vegan,+14167922982,796.5537296212311,43.64823,-79.37952,"130 King St W, The Exchange Tower, Toronto, ON M5X 1E1, Canada",Queens Quay / Yonge St
Kupfert & Kim,False,34,3.5,Vegan,+14166011333,611.8618338804939,43.6464176062663,-79.3790951381131,"130 King St W, The Exchange Tower, Toronto, ON M5X 1E1, Canada",Queens Quay / Yonge St
Kupfert & Kim,False,4,4.0,Vegan,+14163605555,196.8525500569645,43.6414118932365,-79.3777328453616,"130 King St W, The Exchange Tower, Toronto, ON M5X 1E1, Canada",Queens Quay / Yonge St
Crave Healthy Habits,False,17,4.0,Salad,+14168554441,795.3768965297213,43.6471768,-79.3815764,"130 King St W, The Exchange Tower, Toronto, ON M5X 1E1, Canada",Queens Quay / Yonge St
Kupfert & Kim,False,6,4.5,Vegetarian,+14162607777,984.5746623044095,43.6475179450612,-79.3844664886699,"130 King St W, The Exchange Tower, Toronto, ON M5X 1E1, Canada",Queens Quay / Yonge St
Crave Healthy Habits,False,25,4.0,Gluten-Free,+14168553322,1118.635754728964,43.64999,-79.383189,"130 King St W, The Exchange Tower, Toronto, ON M5X 1E1, Canada",Queens Quay / Yonge St
Freshii,False,25,2.0,Vegetarian,+16473445017,941.0441992864634,43.65009911988288,-79.37474237242134,"130 King St W, The Exchange Tower, Toronto, ON M5X 1E1, Canada",Queens Quay / Yonge St
Fit For Life,False,10,2.5,Breakfast & Brunch,+14163632971,796.5537296212311,43.64823,-79.37952,"130 King St W, The Exchange Tower, Toronto, ON M5X 1E1, Canada",Queens Quay / Yonge St
Freshii,False,11,3.0,Salad,+16476925173,1090.4186342268035,43.6482242201003,-79.3853582879312,"130 King St W, The Exchange Tower, Toronto, ON M5X 1E1, Canada",Queens Quay / Yonge St
Fit For Life,False,1,4.0,Vegetarian,+14163685745,618.6157809555652,43.64652,-79.3787399,"130 King St W, The Exchange Tower, Toronto, ON M5X 1E1, Canada",Queens Quay / Yonge St
Freshii,False,3,2.5,Vegetarian,+16473457848,927.2994373790159,43.6449907389034,-79.385864585638,"130 King St W, The Exchange Tower, Toronto, ON M5X 1E1, Canada",Queens Quay / Yonge St
Freshii,False,4,3.0,Salad,+16474848030,682.4281330208751,43.64668082262452,-79.38015770163949,"130 King St W, The Exchange Tower, Toronto, ON M5X 1E1, Canada",Queens Quay / Yonge St
Toronto Public Library,False,4,2.5,Libraries,+14163937655,826.94992804983,43.64997,-79.36843,"130 King St W, The Exchange Tower, Toronto, ON M5X 1E1, Canada",Queens Quay / Yonge St
Crave Healthy Habits,False,15,3.0,Vegetarian,+14162382628,950.824210312722,43.6474075,-79.3840397,"130 King St W, The Exchange Tower, Toronto, ON M5X 1E1, Canada",Queens Quay / Yonge St
Freshii,False,2,3.5,Salad,+16473465505,921.4866981239289,43.64935,-79.379528,"130 King St W, The Exchange Tower, Toronto, ON M5X 1E1, Canada",Queens Quay / Yonge St
Freshii,False,4,2.0,Salad,+14373171400,530.8358334376142,43.63998,-79.38149,"130 King St W, The Exchange Tower, Toronto, ON M5X 1E1, Canada",Queens Quay / Yonge St
Freshii,False,8,2.5,Salad,+16473511230,925.2071308725297,43.6478537167729,-79.3829644358786,"130 King St W, The Exchange Tower, Toronto, ON M5X 1E1, Canada",Queens Quay / Yonge St
Freshii,False,1,3.0,Salad,+16473511010,639.4004944954727,43.64286,-79.38336,"130 King St W, The Exchange Tower, Toronto, ON M5X 1E1, Canada",Queens Quay / Yonge St
Freshii,False,7,2.0,Salad,+14162140259,927.9917273996202,43.64816,-79.38345,"130 King St W, The Exchange Tower, Toronto, ON M5X 1E1, Canada",Queens Quay / Yonge St
Kupfert & Kim,False,130,4.0,Vegetarian,+14165041233,348.88657830087254,43.6485583,-79.3817111,"Eaton Centre, 220 Yonge St, Unit H023, Toronto, ON M5B 2H1, Canada",Front St W / Bay St (North Side)
Kupfert & Kim,False,34,3.5,Vegan,+14166011333,32.01492886820074,43.6464176062663,-79.3790951381131,"Eaton Centre, 220 Yonge St, Unit H023, Toronto, ON M5B 2H1, Canada",Front St W / Bay St (North Side)
PLANTA Toronto,False,173,4.0,Tapas/Small Plates,+16478121210,874.7749778402762,43.65082,-79.3878,"Eaton Centre, 220 Yonge St, Unit H023, Toronto, ON M5B 2H1, Canada",Front St W / Bay St (North Side)
Copper Branch,False,39,3.5,Vegan,+14167922982,224.32207832962285,43.64823,-79.37952,"Eaton Centre, 220 Yonge St, Unit H023, Toronto, ON M5B 2H1, Canada",Front St W / Bay St (North Side)
Crave Healthy Habits,False,17,4.0,Salad,+14168554441,242.26563574668705,43.6471768,-79.3815764,"Eaton Centre, 220 Yonge St, Unit H023, Toronto, ON M5B 2H1, Canada",Front St W / Bay St (North Side)
Kupfert & Kim,False,6,4.5,Vegetarian,+14162607777,471.6695753135811,43.6475179450612,-79.3844664886699,"Eaton Centre, 220 Yonge St, Unit H023, Toronto, ON M5B 2H1, Canada",Front St W / Bay St (North Side)
Fit For Life,False,1,4.0,Vegetarian,+14163685745,51.986909191537165,43.64652,-79.3787399,"Eaton Centre, 220 Yonge St, Unit H023, Toronto, ON M5B 2H1, Canada",Front St W / Bay St (North Side)
Freshii,False,4,3.0,Salad,+16474848030,115.64843651118733,43.64668082262452,-79.38015770163949,"Eaton Centre, 220 Yonge St, Unit H023, Toronto, ON M5B 2H1, Canada",Front St W / Bay St (North Side)
Fit For Life,False,10,2.5,Breakfast & Brunch,+14163632971,224.32207832962285,43.64823,-79.37952,"Eaton Centre, 220 Yonge St, Unit H023, Toronto, ON M5B 2H1, Canada",Front St W / Bay St (North Side)
Crave Healthy Habits,False,25,4.0,Gluten-Free,+14168553322,542.964918481778,43.64999,-79.383189,"Eaton Centre, 220 Yonge St, Unit H023, Toronto, ON M5B 2H1, Canada",Front St W / Bay St (North Side)
Annalakshmi,False,25,3.0,Vegetarian,+14167923672,1011.0983824204376,43.64454,-79.39136,"Eaton Centre, 220 Yonge St, Unit H023, Toronto, ON M5B 2H1, Canada",Front St W / Bay St (North Side)
Kupfert & Kim,False,4,4.0,Vegan,+14163605555,536.6415606389863,43.6414118932365,-79.3777328453616,"Eaton Centre, 220 Yonge St, Unit H023, Toronto, ON M5B 2H1, Canada",Front St W / Bay St (North Side)
Crave Healthy Habits,False,15,3.0,Vegetarian,+14162382628,435.206430553495,43.6474075,-79.3840397,"Eaton Centre, 220 Yonge St, Unit H023, Toronto, ON M5B 2H1, Canada",Front St W / Bay St (North Side)
Freshii,False,2,3.5,Salad,+16473465505,357.93716443928867,43.64935,-79.379528,"Eaton Centre, 220 Yonge St, Unit H023, Toronto, ON M5B 2H1, Canada",Front St W / Bay St (North Side)
Freshii,False,8,2.5,Salad,+16473511230,376.4346837206444,43.6478537167729,-79.3829644358786,"Eaton Centre, 220 Yonge St, Unit H023, Toronto, ON M5B 2H1, Canada",Front St W / Bay St (North Side)
Freshii,False,11,3.0,Salad,+16476925173,567.1027059902738,43.6482242201003,-79.3853582879312,"Eaton Centre, 220 Yonge St, Unit H023, Toronto, ON M5B 2H1, Canada",Front St W / Bay St (North Side)
Freshii,False,25,2.0,Vegetarian,+16473445017,551.5516483390028,43.65009911988288,-79.37474237242134,"Eaton Centre, 220 Yonge St, Unit H023, Toronto, ON M5B 2H1, Canada",Front St W / Bay St (North Side)
Vege Delight,False,1,4.0,Vegetarian,+16473490803,1157.1487285706335,43.655013,-79.3863578,"Eaton Centre, 220 Yonge St, Unit H023, Toronto, ON M5B 2H1, Canada",Front St W / Bay St (North Side)
Freshii,False,3,2.5,Vegetarian,+16473457848,574.3868744978116,43.6449907389034,-79.385864585638,"Eaton Centre, 220 Yonge St, Unit H023, Toronto, ON M5B 2H1, Canada",Front St W / Bay St (North Side)
Freshii,False,25,2.5,Vegetarian,+14165984441,873.4446535230231,43.65367,-79.38007,"Eaton Centre, 220 Yonge St, Unit H023, Toronto, ON M5B 2H1, Canada",Front St W / Bay St (North Side)
PLANTA Yorkville,False,512,4.0,Vegetarian,+16478121221,821.2108456382934,43.67028,-79.38945,"113 St. Joseph Street, Toronto, ON M5S 3C2, Canada",Jarvis St / Isabella St
Toronto Reference Library,False,70,4.5,Libraries,+14163955577,675.5956114699846,43.67188,-79.38663,"113 St. Joseph Street, Toronto, ON M5S 3C2, Canada",Jarvis St / Isabella St
Mad Radish,False,9,4.5,Salad,+14167920700,425.8983086552196,43.671059257513704,-79.38384186503123,"113 St. Joseph Street, Toronto, ON M5S 3C2, Canada",Jarvis St / Isabella St
Kupfert & Kim,False,10,4.5,Gluten-Free,+14169251222,951.5819473778747,43.6697979431727,-79.391163289547,"113 St. Joseph Street, Toronto, ON M5S 3C2, Canada",Jarvis St / Isabella St
EJ Pratt Libary,False,7,4.5,Libraries,+14165854470,988.2212044593132,43.6666730790851,-79.3912459850874,"113 St. Joseph Street, Toronto, ON M5S 3C2, Canada",Jarvis St / Isabella St
Freshii,False,41,3.0,Vegetarian,+16474977590,960.6526361000448,43.66099,-79.38385,"113 St. Joseph Street, Toronto, ON M5S 3C2, Canada",Jarvis St / Isabella St
Freshii,False,53,3.0,Salad,+14169212300,880.8324202968696,43.6706282,-79.3901,"113 St. Joseph Street, Toronto, ON M5S 3C2, Canada",Jarvis St / Isabella St
Freshii,False,5,3.0,Vegetarian,+16473507797,383.7424138874682,43.66553,-79.38049,"113 St. Joseph Street, Toronto, ON M5S 3C2, Canada",Jarvis St / Isabella St
Yorkville Library,False,8,3.5,Libraries,+14163937660,805.636080182509,43.67194,-79.38863,"113 St. Joseph Street, Toronto, ON M5S 3C2, Canada",Jarvis St / Isabella St
Toronto Public Library - St. James Town Branch,False,3,4.0,Libraries,+14163937744,434.53683408208343,43.66789,-79.37469,"113 St. Joseph Street, Toronto, ON M5S 3C2, Canada",Jarvis St / Isabella St
"The Japan Foundation, Toronto",False,3,4.5,Libraries,+14169661600,616.6863944205201,43.67072,-79.38551,"113 St. Joseph Street, Toronto, ON M5S 3C2, Canada",Jarvis St / Isabella St
Freshii,False,6,3.5,Salad,+16474848548,821.9859460186001,43.66464,-79.3876,"113 St. Joseph Street, Toronto, ON M5S 3C2, Canada",Jarvis St / Isabella St
Sun Life Financial Museum + Arts Pass,False,1,5.0,Museums,,673.752743632546,43.6718788,-79.3866272,"113 St. Joseph Street, Toronto, ON M5S 3C2, Canada",Jarvis St / Isabella St
Toronto Public Library - Parliament Street Branch,False,6,2.0,Libraries,+14163937663,1216.3700040373722,43.66183,-79.36791,"113 St. Joseph Street, Toronto, ON M5S 3C2, Canada",Jarvis St / Isabella St
Urban Affairs Library - Research & Reference,False,2,3.0,Libraries,+14163977241,678.6660671560355,43.6718760241617,-79.3868207931519,"113 St. Joseph Street, Toronto, ON M5S 3C2, Canada",Jarvis St / Isabella St
Fit For Life,False,9,1.5,Vegetarian,+14169649816,644.8101059305657,43.670475,-79.387135,"113 St. Joseph Street, Toronto, ON M5S 3C2, Canada",Jarvis St / Isabella St
John M Kelly Library,False,1,5.0,Libraries,,935.9228221886254,43.6648407,-79.3894882,"113 St. Joseph Street, Toronto, ON M5S 3C2, Canada",Jarvis St / Isabella St
PLANTA Yorkville,False,512,4.0,Vegetarian,+16478121221,1049.9531866878792,43.67028,-79.38945,"10 King's College Road, Room 2402, Toronto, ON M5S 3G8, Canada",Yonge St / Wood St
Freshii,False,41,3.0,Vegetarian,+16474977590,181.82761843976252,43.66099,-79.38385,"10 King's College Road, Room 2402, Toronto, ON M5S 3G8, Canada",Yonge St / Wood St
Freshii,False,7,4.0,Salad,+14169773197,326.4646268006643,43.65958,-79.38102,"10 King's College Road, Room 2402, Toronto, ON M5S 3G8, Canada",Yonge St / Wood St
Gerstein Science Information Centre,False,9,4.5,Libraries,+14169782280,901.0597563546341,43.66221,-79.39407,"10 King's College Road, Room 2402, Toronto, ON M5S 3G8, Canada",Yonge St / Wood St
Kupfert & Kim,False,10,4.5,Gluten-Free,+14169251222,1093.2488427834935,43.6697979431727,-79.391163289547,"10 King's College Road, Room 2402, Toronto, ON M5S 3G8, Canada",Yonge St / Wood St
Mad Radish,False,9,4.5,Salad,+14167920700,988.5447779578548,43.671059257513704,-79.38384186503123,"10 King's College Road, Room 2402, Toronto, ON M5S 3G8, Canada",Yonge St / Wood St
EJ Pratt Libary,False,7,4.5,Libraries,+14165854470,860.1536119457106,43.6666730790851,-79.3912459850874,"10 King's College Road, Room 2402, Toronto, ON M5S 3G8, Canada",Yonge St / Wood St
Punjabi Chaap Corner,False,5,4.0,Vegetarian,+14165983787,527.4245892954359,43.65756405198712,-79.38373638423317,"10 King's College Road, Room 2402, Toronto, ON M5S 3G8, Canada",Yonge St / Wood St
Freshii,False,53,3.0,Salad,+14169212300,1116.8560700207252,43.6706282,-79.3901,"10 King's College Road, Room 2402, Toronto, ON M5S 3G8, Canada",Yonge St / Wood St
Vegholic,False,1,3.0,Vegetarian,+14163400015,390.05803946020563,43.6587182,-79.382272,"10 King's College Road, Room 2402, Toronto, ON M5S 3G8, Canada",Yonge St / Wood St
Freshii,False,5,3.0,Vegetarian,+16473507797,410.9358843505856,43.66553,-79.38049,"10 King's College Road, Room 2402, Toronto, ON M5S 3G8, Canada",Yonge St / Wood St
Freshii,False,6,3.5,Salad,+16474848548,483.0156571284426,43.66464,-79.3876,"10 King's College Road, Room 2402, Toronto, ON M5S 3G8, Canada",Yonge St / Wood St
Ryerson University Student Learning Centre,False,4,3.5,Libraries,+14169795000,522.1280640765975,43.65767,-79.3811,"10 King's College Road, Room 2402, Toronto, ON M5S 3G8, Canada",Yonge St / Wood St
Freshii,False,13,3.0,Vegetarian,+16477481800,797.0423929202145,43.65625,-79.38818,"10 King's College Road, Room 2402, Toronto, ON M5S 3G8, Canada",Yonge St / Wood St
Vege Delight,False,1,4.0,Vegetarian,+16473490803,850.8975542383873,43.655013,-79.3863578,"10 King's College Road, Room 2402, Toronto, ON M5S 3G8, Canada",Yonge St / Wood St
