name,distance,category,latitude,longitude,rating,reviews,description,formatted_address,telephone,tips,hours,station_name
Fresh,667,Vegan and Vegetarian Restaurant,43.707525,-79.395772,7.8,140.0,Follow us on Twitter at: @FreshOnEglinton,"90 Eglinton Ave E (Yonge & Eglinton), Toronto ON M4P 2Y3",(416) 599-4442,"Pricey, but the nine-layer burrito is awesome",Mon-Fri 11:30-22:00; Sat-Sun 10:30-22:00,Lascelles Blvd / Eglinton Ave W
Toronto Public Library,427,Library,43.708281,-79.400059,7.5,40.0,,"40 Orch View Blvd (at Yonge St.), Toronto ON M4R 1B9",(416) 393-7610,Very friendly service if you wish to get a library card.,Mon-Fri 9:00-20:30; Sat 9:00-17:00; Sun 13:30-17:00,Lascelles Blvd / Eglinton Ave W
Mad Radish,478,Vegan and Vegetarian Restaurant,43.707684,-79.398231,,,,"2293 Yonge St, Toronto ON M4P 2C6",(647) 347-4193,"Great salads and pies! We tried the coconut curry chowder and loved it too! The staff was also super friendly, so we’re definitely coming back!",Mon-Thu 11:00-20:00; Fri-Sat 11:00-19:00; Sun 11:00-20:00,Lascelles Blvd / Eglinton Ave W
Kupfert & Kim,485,Vegan and Vegetarian Restaurant,43.707899,-79.398359,,,"Kupfert & Kim (Yonge-Eglinton) has established itself as the local leader in Health Food Restaurants, Vegan and Gluten-Free Meals.","2313 Yonge St, Toronto ON M4P 2C6",(416) 482-2313,Amazing vegan takeout! Most delicious meal I’ve had in a long time—vegan or not 🌱,Mon-Thu 10:00-21:00; Fri 10:00-22:00; Sat-Sun 10:00-21:00,Lascelles Blvd / Eglinton Ave W
Freshii,682,Vegan and Vegetarian Restaurant,43.710394,-79.398805,,,,"2417 Yonge St, Toronto ON M4P 2E7",(647) 794-4595,,Mon-Fri 11:00-21:00; Sat-Sun 11:00-19:00,Lascelles Blvd / Eglinton Ave W
Toronto Public Library - Northern District Library,424,Library,43.708236,-79.399911,,,,"40 Orch View Blvd, North York ON",(416) 393-7610,,,Lascelles Blvd / Eglinton Ave W
Burger Tree,499,Vegan and Vegetarian Restaurant,43.70769,-79.398139,,,,"2313 Yonge St, Toronto ON",(416) 486-0734,,Mon-Thu 10:00-21:00; Fri 10:00-22:00; Sat-Sun 10:00-21:00,Lascelles Blvd / Eglinton Ave W
Toronto Public Health-dental,584,Library,43.70974,-79.399309,,,,"2398 Yonge St, Toronto ON M4P 2H4",(416) 392-0907,,,Lascelles Blvd / Eglinton Ave W
Mavericks Burger Co,910,Vegan and Vegetarian Restaurant,43.645,-79.364492,,,,"1 Young St, Toronto ON M5A 0N8",,,,Polson Pier
Vegan. I .Thali & Shola Food Mart,720,Thai,43.689438,-79.297022,,,,"2768 Danforth Ave, Toronto ON M4C 1L7",(416) 901-5178,,Open Daily 11:00-23:00,Dentonia Park
Getantiaging,379,Spa,43.690934,-79.291034,,,,"3000 Danforth Ave, East York ON",(647) 515-2014,,,Dentonia Park
East York Library,879,Library,43.701113,-79.297081,,,,"416 Dawes Rd, Toronto ON M4B 2E8",(416) 396-3820,,,Dentonia Park
Toronto Public Library - Dawes Road,882,Library,43.701106,-79.297173,,,,"416 Dawes Rd, Toronto ON M4B 2E8",(416) 396-3820,,Mon 10:00-20:30; Tue 12:30-20:30; Wed 10:00-18:00; Thu 12:30-20:30; Fri 10:00-18:00; Sat 9:00-17:00,Dentonia Park
Fresh Kitchen + Juice Bar Front,577,Vegan and Vegetarian Restaurant,43.647823,-79.374336,8.9,19.0,,"47 Front St E (Church Street), Toronto ON M5E 1B3",(647) 693-7556,Buffalo cauliflower. Got tons of zing!,Mon-Fri 11:00-22:00; Sat-Sun 10:30-22:00,Lower Jarvis St / Queens Quay E
Kupfert & Kim,789,Fast Food,43.641253,-79.378246,7.2,11.0,,"20 Bay St (Queens Quay & Bay Street), Toronto ON M5J 2N8",(416) 360-5555,Overpriced but still good,Mon-Fri 7:30-15:30,Lower Jarvis St / Queens Quay E
Kupfert & Kim,832,Vegan and Vegetarian Restaurant,43.647128,-79.379274,7.2,11.0,,"181 Bay St (Brookfield Place), Toronto ON M5J 2T3",(416) 601-1333,Skip the breakfast chia pudding -  you could probably make a tastier one at home! Food is overpriced - you're paying for convenience since you could easily make it yourself at home!,Mon-Thu 7:30-19:30; Fri 7:30-18:00,Lower Jarvis St / Queens Quay E
London on the Esplanade Library,190,Library,43.647012,-79.374675,,,,"38 the Esplanade (in London On The Esplanade), Toronto ON M5E 1A5",,Good place to study. Long table.,,Lower Jarvis St / Queens Quay E
Freshii,788,Fast Food,43.650029,-79.374874,6.0,33.0,,"92 King St E (at Church St), Toronto ON M5C 2V8",(647) 344-5017,Quick and heathy. Can't go wrong with any of the bowls! Recommend the Pangoa.,Mon-Fri 10:00-21:00; Sat 11:00-19:00,Lower Jarvis St / Queens Quay E
Mavericks Burger Co,397,Vegan and Vegetarian Restaurant,43.645,-79.364492,,,,"1 Young St, Toronto ON M5A 0N8",,,,Lower Jarvis St / Queens Quay E
Toronto Public Library - St. Lawrence Branch,652,Library,43.649943,-79.368316,5.7,13.0,,"171 Front St E, Toronto ON M5A 4H3",(416) 393-7655,There’s a big silver drop-off box on Front St. which will save you valuable seconds if you are returning something.,Mon 10:00-20:30; Tue 12:30-20:30; Wed 10:00-18:00; Thu 12:30-20:30; Fri 10:00-18:00; Sat 9:00-17:00,Lower Jarvis St / Queens Quay E
Live Food Bar,591,Vegan and Vegetarian Restaurant,43.645737,-79.376014,,,,"264 Dupont St, Toronto ON M5R 1V7",,"Live Food Bar: vegan organic menu, gluten-free friendly, cool and welcoming vibe, delicious food 3/5",,Lower Jarvis St / Queens Quay E
Copper Branch,931,Vegan and Vegetarian Restaurant,43.64812,-79.379525,,,,"199 Bay St Store, Toronto ON M5L 1E2",(416) 792-2982,,Mon-Fri 11:00-15:00,Lower Jarvis St / Queens Quay E
Southern Ontario Library Service,1896,Library,43.642605,-79.374301,,,,"1 Yonge St, Toronto ON M5E 1E5",(416) 961-1669,,Mon-Fri 8:30-16:30,Lower Jarvis St / Queens Quay E
Fresh Kitchen + Juice Bar Front,820,Vegan and Vegetarian Restaurant,43.647823,-79.374336,8.9,19.0,,"47 Front St E (Church Street), Toronto ON M5E 1B3",(647) 693-7556,Buffalo cauliflower. Got tons of zing!,Mon-Fri 11:00-22:00; Sat-Sun 10:30-22:00,Queens Quay E / Lower Sherbourne St
Mavericks Burger Co,51,Vegan and Vegetarian Restaurant,43.645,-79.364492,,,,"1 Young St, Toronto ON M5A 0N8",,,,Queens Quay E / Lower Sherbourne St
London on the Esplanade Library,446,Library,43.647012,-79.374675,,,,"38 the Esplanade (in London On The Esplanade), Toronto ON M5E 1A5",,Good place to study. Long table.,,Queens Quay E / Lower Sherbourne St
Toronto Public Library - St. Lawrence Branch,603,Library,43.649943,-79.368316,5.7,13.0,,"171 Front St E, Toronto ON M5A 4H3",(416) 393-7655,There’s a big silver drop-off box on Front St. which will save you valuable seconds if you are returning something.,Mon 10:00-20:30; Tue 12:30-20:30; Wed 10:00-18:00; Thu 12:30-20:30; Fri 10:00-18:00; Sat 9:00-17:00,Queens Quay E / Lower Sherbourne St
Freshii,960,Fast Food,43.650029,-79.374874,6.0,33.0,,"92 King St E (at Church St), Toronto ON M5C 2V8",(647) 344-5017,Quick and heathy. Can't go wrong with any of the bowls! Recommend the Pangoa.,Mon-Fri 10:00-21:00; Sat 11:00-19:00,Queens Quay E / Lower Sherbourne St
Live Food Bar,921,Vegan and Vegetarian Restaurant,43.645737,-79.376014,,,,"264 Dupont St, Toronto ON M5R 1V7",,"Live Food Bar: vegan organic menu, gluten-free friendly, cool and welcoming vibe, delicious food 3/5",,Queens Quay E / Lower Sherbourne St
ABS-CBN Canada - ULC,976,Library,43.653589,-79.366791,,,,"411 Richmond St E, Toronto ON M5A 3S5",(800) 345-2465,,,Queens Quay E / Lower Sherbourne St
Southern Ontario Library Service,2227,Library,43.642605,-79.374301,,,,"1 Yonge St, Toronto ON M5E 1E5",(416) 961-1669,,Mon-Fri 8:30-16:30,Queens Quay E / Lower Sherbourne St
Om Restaurant,808,South Indian,43.640255,-79.437492,7.7,39.0,,"1439 Queen St W, Toronto ON M6R 1A1",(416) 532-3901,Chicken Momos and Chow Mein absolutely rock. Ask for the spicy sauce to make it even better!,"Tue-Fri 11:00-15:00, 17:00-22:00; Sat 10:00-23:00; Sun 10:00-22:00",Wright Ave / Sorauren Ave - SMART
Good Rebel,725,Deli,43.649716,-79.434755,,,,"1591 Dundas St W, Toronto ON M6K 1T9",(647) 344-9411,,Mon-Sat 11:00-19:00; Sun 11:00-18:00,Wright Ave / Sorauren Ave - SMART
Banger Films,796,Arts & Entertainment,43.653609,-79.445245,,,,"128A Sterling Rd, Toronto ON M6R 2B7",(416) 850-6580,,,Wright Ave / Sorauren Ave - SMART
Ten,985,Vegan and Vegetarian Restaurant,43.652546,-79.433666,,,,"1132 College St, Toronto ON M6H 1B6",(416) 538-3810,Nice place,Mon-Fri 17:00-22:00; Sun 17:00-22:00,Wright Ave / Sorauren Ave - SMART
The Goods,515,Vegan and Vegetarian Restaurant,43.647436,-79.449068,,,,"279 Roncesvalles Ave, Toronto ON",(647) 340-4663,,Mon-Fri 8:00-20:00; Sat-Sun 10:00-18:00,Wright Ave / Sorauren Ave - SMART
High Park Branch Public Lib,524,Library,43.645092,-79.448879,,,,"228 Roncesvalles Ave, Toronto ON M6R 2L7",(416) 393-7671,,Mon-Thu 9:00-20:30; Fri-Sat 9:00-17:00,Wright Ave / Sorauren Ave - SMART
Runnymede Branch Public Lib,962,Library,43.651904,-79.473911,,,,"2178 Bloor St W, Toronto ON M6S 1M8",(416) 393-7697,,Mon-Thu 9:00-20:30; Fri-Sat 9:00-17:00; Sun 13:30-17:00,High Park - Grenadier Cafe
Krave Coffee,651,Café,43.680726,-79.42911,7.5,28.0,,"781 Saint Clair Ave W, Toronto ON M6C 1B7",(416) 652-9929,"Coffee is great, but juice bar next door is a gem",Mon-Fri 7:00-19:00; Sat 8:00-18:00; Sun 8:00-17:00,Winona Dr / Davenport Rd
Toronto Public Library,115,Library,43.674601,-79.428409,,,,"1246 Shaw St, Toronto ON M6G 3P1",(416) 393-7732,"Very tiny library, but the staff are lovely.",Tue 12:30-20:30; Wed 10:00-18:00; Thu 12:30-20:30; Fri 10:00-18:00; Sat 9:00-17:00,Winona Dr / Davenport Rd
Toronto Public Library,992,Library,43.676946,-79.442444,,,,"1625 Dufferin St (St. Clair Ave. W), Toronto ON M6H 3L9",(416) 393-7712,Closed on Sunday! ,Mon 10:00-20:30; Tue 12:30-20:30; Wed 10:00-18:00; Thu 12:30-20:30; Fri 11:00-18:00; Sat 9:00-17:00,Winona Dr / Davenport Rd
The Sharing Depot,661,Library,43.680859,-79.431143,,,,"1803 Danforth Ave, Toronto ON",(647) 498-4087,,Tue 15:00-20:00; Thu 15:00-20:00; Fri 17:00-21:00; Sat 10:00-15:00; Sun 11:00-16:00,Winona Dr / Davenport Rd
Mr Sub Danforth and Coxwell,378,Library,43.683646,-79.321371,,,,"1675 Danforth Ave (Danforth and Coxwell beside Shopper's Drug Mart), Toronto ON",(416) 393-7783,,Mon-Thu 9:00-20:30; Fri-Sat 9:00-17:00,Danforth Ave / Aldridge Ave
Toronto Public Library,395,Library,43.683646,-79.321371,,,,"1675 Danforth Ave (at Coxwell Ave), Toronto ON M4C 5P2",(416) 393-7783,Reserve your books online and pick up.,Mon-Thu 9:00-20:30; Fri-Sat 9:00-17:00,Danforth Ave / Aldridge Ave
Counterpoint Music Library Svc,735,Library,43.691083,-79.319457,,,,"42 Frater Ave, East York ON M4C 2H6",(416) 696-5377,,,Danforth Ave / Aldridge Ave
La Vegan,800,Ethiopian,43.683057,-79.326424,,,,"1450 Danforth Ave (Monarch Park Ave), Toronto ON M4J 1N4",(416) 546-8723,The mushroom tibs are awesome.,Mon 16:00-23:59; Wed-Fri 16:00-23:59; Sat-Sun 11:00-23:59,Danforth Ave / Aldridge Ave
Toronto Public Library - Toronto Reference Library,722,Library,43.671847,-79.386762,9.0,378.0,Main intersection: Bloor and Yonge,"789 Yonge St (btwn Collier & Asquith Ave), Toronto ON M4W 2G8",(416) 395-5577,"This is Toronto Public Library’s main location. Lots of seating, a Balzac’s location on the main floor but heads up: it’s a reference library, so none of the books here can be checked out.",Mon-Fri 9:00-20:30; Sat 9:00-17:00; Sun 13:30-17:00,Dundonald St / Church St
Planta,758,Vegan and Vegetarian Restaurant,43.670196,-79.389399,8.1,133.0,,"1221 Bay St, Toronto ON M5R 3P5",(647) 348-7000,Amazing experience! Loved every bite of my food.,Mon-Wed 11:30-21:00; Thu-Sat 11:30-22:00; Sun 11:30-21:00,Dundonald St / Church St
Freshii,654,Salad,43.661036,-79.384105,7.2,29.0,,"23 College St (btwn Yonge & Bay), Toronto ON M5G 2B3",(647) 497-7590,"Healthy and tasty. Live the concept. Wraps with spinach and goat cheese or bacon and eggs, various satisfying oatmeal, smoothies, juices, breakfast balls, energii bites...all yum.",Mon-Fri 9:00-21:00; Sat-Sun 11:00-19:00,Dundonald St / Church St
Freshii,831,Salad,43.670652,-79.39008,7.3,19.0,,"1250 Bay St (at Cumberland), Toronto ON M5S 2B4",(416) 921-2300,Chicken Pangoa bowls are my favourite! Very nice combination of flavours. Similar to ingredients found in Mexican dishes,Mon-Fri 11:00-21:00; Sat-Sun 11:00-20:00,Dundonald St / Church St
Toronto Public Library,573,Library,43.667774,-79.374796,6.5,12.0,,"495 Sherbourne St (Wellesley Ave), Toronto ON M4X 1K7",(416) 393-7744,very limited number of free museum tickets. otherwise civilized facilities invaded by mentals,Tue 12:30-20:30; Wed 10:00-18:00; Thu 12:30-20:30; Fri 10:00-18:00; Sat 9:00-17:00; Sun 13:30-17:00,Dundonald St / Church St
Freshii,509,Vegan and Vegetarian Restaurant,43.670301,-79.385284,6.1,65.0,,"53 Bloor St E (at Yonge St.), Toronto ON M4W 1A9",(416) 925-5617,You can't tap to pay. i.e. Eat somewhere else.,Mon-Fri 10:30-20:00,Dundonald St / Church St
Canadian Lesbian and Gay Archives,247,Library,43.668057,-79.384054,,,,"34 Isabella St (at Yonge St.), Toronto ON M4Y 1N1",(416) 777-2755,"Did you know that the CLGA was founded in 1973 and has grown from just a few boxes of material to one of the largest LGBTQ archives in the world? Come visit us during Doors Open on May 25-26, 2013!",Tue-Thu 19:30-22:00; Fri 13:00-17:00,Dundonald St / Church St
Soy Boys,261,Ice Cream,43.664583,-79.380088,,,,"471 Church St, Toronto ON M4Y 2C5",,,Mon-Fri 00:00-3:00; Sat-Sun 00:00-4:00,Dundonald St / Church St
Avelo,395,Vegan and Vegetarian Restaurant,43.66706,-79.386187,,,,"51 St Nicholas St, Toronto ON M4Y 1W6",(647) 643-3132,None of us enjoyed any of the dishes.  The drinks and service were fine but something was very wrong with the coconut oil (which was used in every dish).  We also left hungry after having spent $500.,Tue-Sat 17:00-23:59,Dundonald St / Church St
Canadian Music Centre,406,Library,43.666034,-79.386398,,,,"20 Saint Joseph St (Bay & Wellesley), Toronto ON M4Y 1J9",(416) 961-6601,Beautiful visual music!,Mon-Fri 9:00-17:00,Dundonald St / Church St
Toronto Public Library,437,Library,43.683425,-79.299444,,,,"137 Main St (Gerrard St.), Toronto ON M4E 2V9",(416) 393-7700,,Mon-Thu 9:00-20:30; Fri-Sat 9:00-17:00,Gerrard St E / Malvern Ave - SMART
Vegan. I .Thali & Shola Food Mart,493,Thai,43.689438,-79.297022,,,,"2768 Danforth Ave, Toronto ON M4C 1L7",(416) 901-5178,,Open Daily 11:00-23:00,Gerrard St E / Malvern Ave - SMART
Getantiaging,702,Spa,43.690934,-79.291034,,,,"3000 Danforth Ave, East York ON",(647) 515-2014,,,Gerrard St E / Malvern Ave - SMART
Go For Study,777,Library,43.678684,-79.29823,,,,"629 Kingston Rd, Toronto ON M4E 1R3",(647) 712-7881,,,Gerrard St E / Malvern Ave - SMART
Toronto Public Library,445,Library,43.639252,-79.400408,8.6,42.0,,"190 Fort York Blvd, Toronto ON M5V 0E7",(416) 393-6240,TRde her yerde kutuphane vardi da biz mi gitmedik,Mon-Thu 9:00-20:30; Fri-Sat 9:00-17:00; Sun 13:30-17:00,Bathurst St/Queens Quay(Billy Bishop Airport)
Pop,912,Vegan and Vegetarian Restaurant,43.6437,-79.399435,,,,"67 Portland St, Toronto ON M5V 2M9",(416) 340-0067,Great healthy spot. Welcome addition to the neighbourhood.,Mon-Fri 8:00-19:00; Sat 9:00-18:00,Bathurst St/Queens Quay(Billy Bishop Airport)
Kupfert & Kim,484,Fast Food,43.641253,-79.378246,7.2,11.0,,"20 Bay St (Queens Quay & Bay Street), Toronto ON M5J 2N8",(416) 360-5555,Overpriced but still good,Mon-Fri 7:30-15:30,Queens Quay W / Lower Simcoe St
Kupfert & Kim,849,Vegan and Vegetarian Restaurant,43.647128,-79.379274,7.2,11.0,,"181 Bay St (Brookfield Place), Toronto ON M5J 2T3",(416) 601-1333,Skip the breakfast chia pudding -  you could probably make a tastier one at home! Food is overpriced - you're paying for convenience since you could easily make it yourself at home!,Mon-Thu 7:30-19:30; Fri 7:30-18:00,Queens Quay W / Lower Simcoe St
Kupfert & Kim,807,Fast Food,43.64578,-79.387801,,,,"200 Wellington St W (Concourse Food Court), Toronto ON M5V 3C7",(416) 340-7445,Good vegetarian food although it can be a little pricey. Love the oatmeal for breakfast on the go.,Mon-Fri 7:30-16:30,Queens Quay W / Lower Simcoe St
Toronto Public Library,818,Library,43.645738,-79.38915,,,,"55 John St, Toronto ON M5V 3C6",(416) 397-7241,,,Queens Quay W / Lower Simcoe St
Urban Affairs Library,829,Library,43.646105,-79.38874,,,,"55 John St (in Metro Hall), Toronto ON M5V 3C6",(416) 397-7241,Now closed.,,Queens Quay W / Lower Simcoe St
TIFF Press & Industry Screening Library,851,Library,43.646748,-79.386833,,,,"350 King St W (John St), Toronto ON M5V 3X5",,,,Queens Quay W / Lower Simcoe St
Live Food Bar,906,Vegan and Vegetarian Restaurant,43.645737,-79.376014,,,,"264 Dupont St, Toronto ON M5R 1V7",,"Live Food Bar: vegan organic menu, gluten-free friendly, cool and welcoming vibe, delicious food 3/5",,Queens Quay W / Lower Simcoe St
Southern Ontario Library Service,1128,Library,43.642605,-79.374301,,,,"1 Yonge St, Toronto ON M5E 1E5",(416) 961-1669,,Mon-Fri 8:30-16:30,Queens Quay W / Lower Simcoe St
Lettuce Eatery,795,Fast Food,43.646613,-79.382511,,,,"100 Wellington St W, Toronto ON M5K 1G8",(416) 304-0090,,Mon-Thu 7:30-16:30; Fri 7:30-16:00,Queens Quay W / Lower Simcoe St
Film Reference Library at TiIFF Bell Lightbox,952,Library,43.646604,-79.390363,,,,"350 King St W, Toronto ON",,,Tue-Wed 12:00-17:00; Thu 12:00-19:00; Fri-Sat 12:00-17:00,Queens Quay W / Lower Simcoe St
Rosalinda,977,Mexican,43.650207,-79.384813,8.7,35.0,,"133 Richmond St W, Toronto ON M5H 2L3",(416) 907-0650,Most flavourful vegan food I’ve ever had—great for sharing!,Tue-Sat 12:00-21:00,Bremner Blvd / Rees St
Kupfert & Kim,881,Fast Food,43.648684,-79.381812,7.7,70.0,Healthy Fast Food,"100 King St W, Toronto ON M5X 1B1",(416) 504-1233,Love the green smoothies and cardamom cookies,Mon-Thu 7:30-19:30; Fri 7:30-18:00,Bremner Blvd / Rees St
Kupfert & Kim,692,Fast Food,43.641253,-79.378246,7.2,11.0,,"20 Bay St (Queens Quay & Bay Street), Toronto ON M5J 2N8",(416) 360-5555,Overpriced but still good,Mon-Fri 7:30-15:30,Bremner Blvd / Rees St
Kupfert & Kim,815,Vegan and Vegetarian Restaurant,43.647128,-79.379274,7.2,11.0,,"181 Bay St (Brookfield Place), Toronto ON M5J 2T3",(416) 601-1333,Skip the breakfast chia pudding -  you could probably make a tastier one at home! Food is overpriced - you're paying for convenience since you could easily make it yourself at home!,Mon-Thu 7:30-19:30; Fri 7:30-18:00,Bremner Blvd / Rees St
Toronto Public Library,506,Library,43.645738,-79.38915,,,,"55 John St, Toronto ON M5V 3C6",(416) 397-7241,,,Bremner Blvd / Rees St
Urban Affairs Library,529,Library,43.646105,-79.38874,,,,"55 John St (in Metro Hall), Toronto ON M5V 3C6",(416) 397-7241,Now closed.,,Bremner Blvd / Rees St
Kupfert & Kim,534,Fast Food,43.64578,-79.387801,,,,"200 Wellington St W (Concourse Food Court), Toronto ON M5V 3C7",(416) 340-7445,Good vegetarian food although it can be a little pricey. Love the oatmeal for breakfast on the go.,Mon-Fri 7:30-16:30,Bremner Blvd / Rees St
TIFF Press & Industry Screening Library,586,Library,43.646748,-79.386833,,,,"350 King St W (John St), Toronto ON M5V 3X5",,,,Bremner Blvd / Rees St
Calii Love,793,Vegan and Vegetarian Restaurant,43.648698,-79.381627,,,,"100 King St W, Toronto ON M9L 1L3",(647) 350-6595,"Their kelp noodles are absolutely delicious. Match them with raw salmon, rosemary-thyme roasted mushrooms, wakame, kimchi, and mango for a great combination.",Mon-Fri 11:00-18:00,Bremner Blvd / Rees St
D Films Corp,808,Library,43.648605,-79.389092,,,,"26 Duncan St, Toronto ON M5V 2B9",(416) 778-5600,,,Bremner Blvd / Rees St
Fresh on Crawford,391,Vegan and Vegetarian Restaurant,43.645098,-79.414943,8.3,251.0,Follow us on Twitter at: @FreshOnCrawford,"894 Queen St W (at Crawford), Toronto ON M6J 1G3",(416) 599-4442,Terrible takeout. They got the order wrong and gave me nearly all rice. Never picked up the phone when I called — put on hold for nearly 20 minutes and still no one came on the line. Over rated.,Mon-Fri 11:30-22:00; Sat-Sun 10:30-22:00,King St W / Crawford St
Hello 123,852,Vegan and Vegetarian Restaurant,43.643408,-79.423508,8.4,36.0,a full-service vegan restaurant from the team behind Kupfert & Kim,"1122 Queen St W, Toronto ON M6J 1H9",(416) 532-3555,Salad bowls are really good…they serve the tofu and seared tempeh nice and hot! Service is great too.,"Mon-Fri 11:00-16:00, 17:00-21:30; Sat-Sun 10:00-16:00, 17:00-21:30",King St W / Crawford St
Aesop,396,Hair Salon,43.645295,-79.414554,7.4,16.0,"Aesop is an Australian skin care company established in 1987, offering a range of skin, hair and body care formulations created with meticulous attention to detail. Our considered product range also includes personal fragrance and formulations for the home...","880 Queen St W, Toronto ON M6J 1G3",(416) 532-9623,"Expensive? Yes. Worth it? Hell yes. Just don't eat for the next month. I kid, but really.",Open Daily 11:00-19:00,King St W / Crawford St
Fat Choi,745,Vegan and Vegetarian Restaurant,43.646367,-79.419868,,,,"94 Ossington Ave, Toronto ON M6J 2Z4",(416) 901-7667,,Mon 17:00-21:30; Tue-Wed 17:00-22:00; Thu-Fri 17:00-23:00; Sat 17:00-21:00; Sun 17:00-21:30,King St W / Crawford St
Bloomers,794,Vegan and Vegetarian Restaurant,43.646534,-79.406011,,,,"715 Queen St W, Toronto ON M6J 1E6",(416) 214-2832,Donuts were tasty and yummy,,King St W / Crawford St
Oasis Pictures,943,Library,43.636274,-79.422039,,,,"6 Pardee Ave, Toronto ON M6K 3H5",(416) 588-6595,,,King St W / Crawford St
Rosalinda,730,Mexican,43.650207,-79.384813,8.7,35.0,,"133 Richmond St W, Toronto ON M5H 2L3",(416) 907-0650,Most flavourful vegan food I’ve ever had—great for sharing!,Tue-Sat 12:00-21:00,Yonge St / Dundas Sq
Kupfert & Kim,810,Fast Food,43.648684,-79.381812,7.7,70.0,Healthy Fast Food,"100 King St W, Toronto ON M5X 1B1",(416) 504-1233,Love the green smoothies and cardamom cookies,Mon-Thu 7:30-19:30; Fri 7:30-18:00,Yonge St / Dundas Sq
Planta Queen,857,Vegan and Vegetarian Restaurant,43.650697,-79.388116,7.6,30.0,,"180 Queen St W, Toronto ON M5V 3X3",(647) 812-1221,"Love this place!!!! It does vegetarian food so well, I feel like I never have to eat meat. Amazing quality, amazing taste",Mon-Wed 11:30-21:00; Thu-Sat 11:30-22:00; Sun 11:30-21:00,Yonge St / Dundas Sq
Freshii,663,Salad,43.661036,-79.384105,7.2,29.0,,"23 College St (btwn Yonge & Bay), Toronto ON M5G 2B3",(647) 497-7590,"Healthy and tasty. Live the concept. Wraps with spinach and goat cheese or bacon and eggs, various satisfying oatmeal, smoothies, juices, breakfast balls, energii bites...all yum.",Mon-Fri 9:00-21:00; Sat-Sun 11:00-19:00,Yonge St / Dundas Sq
Toronto Public Library,428,Library,43.653512,-79.384123,6.9,15.0,,"100 Queen St W (City Hall), Toronto ON M5H 2N3",(416) 393-7650,Get photo of this building. Great architecture!,Mon-Fri 10:00-18:00,Yonge St / Dundas Sq
Kupfert & Kim,1043,Vegan and Vegetarian Restaurant,43.647128,-79.379274,7.2,11.0,,"181 Bay St (Brookfield Place), Toronto ON M5J 2T3",(416) 601-1333,Skip the breakfast chia pudding -  you could probably make a tastier one at home! Food is overpriced - you're paying for convenience since you could easily make it yourself at home!,Mon-Thu 7:30-19:30; Fri 7:30-18:00,Yonge St / Dundas Sq
PLANTA Burger Financial District,541,Vegan and Vegetarian Restaurant,43.651059,-79.379245,6.7,22.0,Vegan burger joint.,"4 Temperance St, Toronto ON M5H 1Y4",(647) 348-7000,I had the green goddess. Really nice burger. Fries were great too,Mon-Sat 12:00-20:00,Yonge St / Dundas Sq
Freshii,304,Salad,43.6530239,-79.3803414,5.9,20.0,,"220 Yonge Street (in Eaton Centre), Toronto ON M5B 2H6",(416) 598-4441,Oaxaca bowl with chicken!,Mon-Fri 11:00-19:00; Sat-Sun 11:00-18:00,Yonge St / Dundas Sq
Aesop,190,Hair Salon,43.653617,-79.380353,,,,"220 Yonge St, Toronto ON M5B 2H1",(647) 352-3676,,Mon-Sat 10:00-21:00; Sun 11:00-19:00,Yonge St / Dundas Sq
Freshii,766,Fast Food,43.650029,-79.374874,6.0,33.0,,"92 King St E (at Church St), Toronto ON M5C 2V8",(647) 344-5017,Quick and heathy. Can't go wrong with any of the bowls! Recommend the Pangoa.,Mon-Fri 10:00-21:00; Sat 11:00-19:00,Yonge St / Dundas Sq
Krave Coffee,251,Café,43.680726,-79.42911,7.5,28.0,,"781 Saint Clair Ave W, Toronto ON M6C 1B7",(416) 652-9929,"Coffee is great, but juice bar next door is a gem",Mon-Fri 7:00-19:00; Sat 8:00-18:00; Sun 8:00-17:00,St Clair Ave W / Winona Dr
Toronto Public Library,749,Library,43.674601,-79.428409,,,,"1246 Shaw St, Toronto ON M6G 3P1",(416) 393-7732,"Very tiny library, but the staff are lovely.",Tue 12:30-20:30; Wed 10:00-18:00; Thu 12:30-20:30; Fri 10:00-18:00; Sat 9:00-17:00,St Clair Ave W / Winona Dr
Oakwood Vlg Library & Art Ctr,823,Library,43.686571,-79.438281,,,,"341 Oakwood Ave, Toronto ON M6E 2W1",(416) 394-1040,Forget Blockbuster's. These guys have fairly recent movies to checkout.,Mon 10:00-20:30; Tue 12:30-20:30; Wed 10:00-18:00; Thu 12:30-20:30; Fri 10:00-18:00; Sat 9:00-17:00,St Clair Ave W / Winona Dr
Toronto Public Library,897,Library,43.676946,-79.442444,,,,"1625 Dufferin St (St. Clair Ave. W), Toronto ON M6H 3L9",(416) 393-7712,Closed on Sunday! ,Mon 10:00-20:30; Tue 12:30-20:30; Wed 10:00-18:00; Thu 12:30-20:30; Fri 11:00-18:00; Sat 9:00-17:00,St Clair Ave W / Winona Dr
The Sharing Depot,119,Library,43.680859,-79.431143,,,,"1803 Danforth Ave, Toronto ON",(647) 498-4087,,Tue 15:00-20:00; Thu 15:00-20:00; Fri 17:00-21:00; Sat 10:00-15:00; Sun 11:00-16:00,St Clair Ave W / Winona Dr
